"","city","Date","Location","Operator","Route","Type","Aboard","Fatalities","Survived","Ratio","Ground","Summary","Year","Month","month","X","city_ascii","lat","lng","country","iso2","iso3","admin_name","capital","population","id"
"1307","melbourne","13/07/1947","melbourne, florida","Burke Air Transport","Newark - Miami","Douglas DC-3",36,14,22,0.39,0,"The aircraft, on a charter flight from New York to San Juan, Puerto Rico, crashed into a swamp while attempting to make an emergency landing. Loss of an engine due to a fuel flow problem led to loss of altitude and a crash landing. Six spark plugs in the right engine were found to be defective. A defect found in the carburetor may have contributed to excessive fuel loss. Crew fatigue contributed to the accident.",1947,7,"Jul",NA,"Melbourne",-37.82,144.975,"Australia","AU","AUS","Victoria","admin",4170000,1036533631
"1308","memphis","11/08/1984","memphis, tennessee","Aviation Enterprises","Memphis - Chicago","Douglas DC-3",3,3,0,1,0,"During takethe crew lost the No. 1 engine. The plane struck utility poles and crashed through the roof of a building. Missing spark plug from the No. 1 engine in the No. 14 cylinder.",1984,8,"Aug",NA,"Memphis",35.1047,-89.9773,"United States","US","USA","Tennessee","",1069661,1840015457
"1309","memphis","10/02/1944","memphis, tennessee","American Airlines","Little Rock - Memphis","Douglas DC-3",24,24,0,1,0,"The aircraft crashed into a river and sank ,18 miles southwest of Memphis, in a snowstorm, while en route from Little Rock. Cause undetermined.",1944,2,"Feb",NA,"Memphis",35.1047,-89.9773,"United States","US","USA","Tennessee","",1069661,1840015457
"1310","memphis","11/12/1947","memphis, tennessee","Military - U.S. Air Force","","Douglas C-47-DK",20,20,0,1,0,"After preparing to land, the aircraft went into a right-hand spiral and crashed  for reasons unknown.",1947,12,"Dec",NA,"Memphis",35.1047,-89.9773,"United States","US","USA","Tennessee","",1069661,1840015457
"1311","mena","09/12/2002","mena, arkansas","Raytheon Aircraft","Wichita, KS - Mena, AR","Beechcraft 1900C",3,3,0,1,0,"Crashed into a mountain while attempting to land. In-flight collision with terrain due to the pilot's failure to maintain clearance and altitude above rapidly rising terrain while on a VFR approach. Contributing factors were the obscuration of the terrain due to clouds.",2002,12,"Dec",NA,"Mena",34.5811,-94.2373,"United States","US","USA","Arkansas","",5407,1840015549
"1312","mendoza","17/05/2001","mendoza, argentina","Fuerza Aí©rea Argentina","Mendoza - Parana","Fokker F-27 Friendship 400M",5,5,0,1,0,"Shortly after taking the plane veered to the right and crashed into a field. Engine failure.",2001,5,"May",NA,"Mendoza",-32.8833,-68.8166,"Argentina","AR","ARG","Mendoza","admin",893000,1032433516
"1313","mendoza","11/03/1933","mendoza, argentina","Pan American Grace Airways","Mendoza, Argentina - Santiago, Chili","Fairchild FC-2W",2,2,0,1,0,"Crashed and burned.",1933,3,"Mar",NA,"Mendoza",-32.8833,-68.8166,"Argentina","AR","ARG","Mendoza","admin",893000,1032433516
"1314","menongue","16/05/1981","menongue, angola","TAAG Angola Airlines","","Lockheed L-100-20 Hercules",4,4,0,1,0,"Shot down by a surface-to-air missile.",1981,5,"May",NA,"Menongue",-14.6666,17.7,"Angola","AO","AGO","Kuando Kubango","admin",13030,1024725650
"1315","merced","19/09/1979","merced, california","Military - U.S. Air Force","Training","Boeing KC-135A",5,5,0,1,0,"Crashed while attempting to land.",1979,9,"Sep",NA,"Merced",37.3057,-120.4779,"United States","US","USA","California","",143272,1840020313
"1316","mexico","06/10/1936","mexico","Mexicana","","Lockheed Orion",1,1,0,1,0,"",1936,10,"Oct",NA,"Mexico",39.1626,-91.8711,"United States","US","USA","Missouri","",11491,1840008515
"1317","mexico","03/08/1936","mexico","Mexicana","","Lockheed Orion",1,1,0,1,0,"",1936,8,"Aug",NA,"Mexico",39.1626,-91.8711,"United States","US","USA","Missouri","",11491,1840008515
"1318","mexico city","31/10/1979","mexico city, mexico","Airlines","Los Angeles, CA  - Mexico City, Mexico","McDonnell Douglas DC-10-10",88,72,16,0.82,1,"The aircraft struck a vehicle after landing on a closed runway in fog. The tower warned the flight three times about the closed runway. Non-compliance with the meteorological minima for the approach procedure, as cleared.  Failure to comply with the aircraft's operating procedures during the approach phase, and landing on a runway closed to traffic.",1979,10,"Oct",NA,"Mexico City",19.4424,-99.131,"Mexico","MX","MEX","Ciudad de MÃ©xico","primary",19028000,1484247881
"1319","mexico city","27/07/1992","mexico city, mexico","Aero Eslava","Puebla - Mexico City","Vickers 798D Viscount",4,4,0,1,0,"Flew into a mountain in poor weather on a positioning flight.",1992,7,"Jul",NA,"Mexico City",19.4424,-99.131,"Mexico","MX","MEX","Ciudad de MÃ©xico","primary",19028000,1484247881
"1320","mexico city","09/09/1978","mexico city, mexico","Lineas Areas del Centro","Mexico City - Morelia","de Havilland Canada DHC-6 Twin Otter 100",21,18,3,0.86,0,"Flew into a mountain.",1978,9,"Sep",NA,"Mexico City",19.4424,-99.131,"Mexico","MX","MEX","Ciudad de MÃ©xico","primary",19028000,1484247881
"1321","mexico city","21/09/1969","mexico city, mexico","Mexicana","Chicago - Mexico City","Boeing B-727-64",118,27,91,0.23,0,"During an approach, the plane undershot the runway and landed about a mile short, hitting an embankment . The plane became airborne again until the undercarriage and forward fuselage struck a railway embankment and broke up. Undetermined cause.",1969,9,"Sep",NA,"Mexico City",19.4424,-99.131,"Mexico","MX","MEX","Ciudad de MÃ©xico","primary",19028000,1484247881
"1322","mexico city","31/03/1998","mexico city, mexico","Linea Aí©rea Mexicana de Carga","","Convair CV-240-53",4,2,2,0.5,0,"Shortly after taking the cargo plane experienced a fire in the No. 2 engine. The plane crashed while attempting to make an emergency landing on a road.",1998,3,"Mar",NA,"Mexico City",19.4424,-99.131,"Mexico","MX","MEX","Ciudad de MÃ©xico","primary",19028000,1484247881
"1323","mexico city","04/11/2008","mexico city, mexico","Mexican Government","San Luis Potosi - Mexico City","Learjet 45",8,8,0,1,8,"Mexican Interior Minister Juan Camilo Mourino, 37, was killed when the executive jet he was flying in crashed next to a building, 4.8 kilometers from the airport where it was to land. A preliminary investigation found the jet's pilots didn't immediately follow instructions to slow down and appeared to be nearly one nautical mile too close behind a Boeing 767-300 on the same flight path to Mexico City's international airport.",2008,11,"Nov",NA,"Mexico City",19.4424,-99.131,"Mexico","MX","MEX","Ciudad de MÃ©xico","primary",19028000,1484247881
"1324","mexico city","10/04/1968","mexico city, mexico","Aerovias Rojas","Aguascalientes - Mexico City","Douglas DC-3",18,18,0,1,0,"While operating on its inaugural flight the aircraft crashed into a mountain en route after getting lost.",1968,4,"Apr",NA,"Mexico City",19.4424,-99.131,"Mexico","MX","MEX","Ciudad de MÃ©xico","primary",19028000,1484247881
"1325","mexico city","30/07/1987","mexico city, mexico","Belize Air International Ltd.","Mexico City - Miami","Boeing B-377 Stratofreighter",12,5,7,0.42,54,"The cargo plane crashed on a roadway into a restaurant after taking  in adverse weather conditions. Overloaded. Cargo shifted on takeoff.",1987,7,"Jul",NA,"Mexico City",19.4424,-99.131,"Mexico","MX","MEX","Ciudad de MÃ©xico","primary",19028000,1484247881
"1326","mexico city","09/02/1967","mexico city, mexico","Cubana de Aviacion","Havana - Mexico City","Antonov AN-12",10,10,0,1,0,"Crashed due to bomb explosion.",1967,2,"Feb",NA,"Mexico City",19.4424,-99.131,"Mexico","MX","MEX","Ciudad de MÃ©xico","primary",19028000,1484247881
"1327","miami","28/08/1963","miami, florida","Military - U.S. Air Force / Military -  U.S. Air Force","","Boeing KC-135A / Boeing KC-135A",16,16,0,1,0,"A mid-air collision occurred approximately 700 miles east of Miami, Florida.",1963,8,"Aug",NA,"Miami",25.784,-80.2102,"United States","US","USA","Florida","",6247425,1840015149
"1328","miami","12/02/1963","miami, florida","Northwest Orient Airlines","Miami - Chicago","Boeing B-720-051B",43,43,0,1,0,"The aircraft crashed 37 miles west-southwest of Miami after penetrating a thunderstorm and encountering severe turbulence. The aircraft initially entered an area of updrafts followed by downdrafts which put the aircraft into a high speed dive. While trying to pull out of the dive, the aircraft broke apart from excessive g forces. The crew is believed to have concentrated on maintaining a given airspeed in an extreme turbulence condition instead of flying attitude. In doing so, excessive stress was applied to the wings which separated from the fuselage. The weather was considerably worse than forecast.",1963,2,"Feb",NA,"Miami",25.784,-80.2102,"United States","US","USA","Florida","",6247425,1840015149
"1329","miami","20/11/2000","miami, florida","American Airlines","Miami, FL - Port au Prince","Airbus A300-600R",114,1,113,0.01,0,"After climbing through 16,000 ft. the crew descovered cabin pressure could not be maintained and returned to the airport.  After landing the ram air switch failed to depressurize the aircraft. Moments later the left foreward door exploded open ejecting a flight attendant onto the tarmac.",2000,11,"Nov",NA,"Miami",25.784,-80.2102,"United States","US","USA","Florida","",6247425,1840015149
"1330","miami","08/03/1990","miami, florida","Sinquanon Management - Air Taxi","","Aerospatiale 350D",3,2,1,0.67,0,"The pilot of the helicopter heard a loud noise followed by loss of engine power. He entered an autorotation, deployed emergency floats and successfully landed on the water. However, a wave turned the helicopter over.  All successfully got out of the aircraft but one passenger died from drowning 8 hours later and the other 15 hours later. Fatigue failure of an engine turbine blade, which resulted in a loss of power. Rough ocean water in the emergency landing area was a related factor.",1990,3,"Mar",NA,"Miami",25.784,-80.2102,"United States","US","USA","Florida","",6247425,1840015149
"1331","miami","01/02/1932","miami, florida","Bimini Airways","Miami - Bimini","Fairchild",5,5,0,1,0,"Disappeared while en route on a 45 minute flight.",1932,2,"Feb",NA,"Miami",25.784,-80.2102,"United States","US","USA","Florida","",6247425,1840015149
"1332","miami","13/02/1965","miami, florida","Aerolineas El Salvador","","Curtiss C-46A",2,2,0,1,0,"The cargo plane lost the No. 1 engine on takeoff. The prop could not be feathered and the plane crashed. Fatigue fracture of the crankshaft. Inadequate maintenance and inspection.",1965,2,"Feb",NA,"Miami",25.784,-80.2102,"United States","US","USA","Florida","",6247425,1840015149
"1333","miami","07/08/1997","miami, florida","Fine Air","Miami - Santo Domingo","McDonnell Douglas DC-8-61F",4,4,0,1,0,"Immediately after taking the plane went into a nose-high attitude, stalled and crashed to the ground. The probable cause of the accident, which resulted from the airplane being misloaded to produce a more aft center of gravity and a correspondingly incorrect stabilizer trim setting that precipitated an extreme pitch-up at rotation, was (1) the failure of Fine Air to exercise operational control cargo loading process and  (2) the failure of Aeromar to load the airplane as specified by Fine Air. Contributing to the accident was the failure of the FAA to adequately monitor Fine Airs operational control responsibilities for cargo loading and the failure of the FAA to ensure that known cargo-related deficiencies were corrected at Fine Air.",1997,8,"Aug",NA,"Miami",25.784,-80.2102,"United States","US","USA","Florida","",6247425,1840015149
"1334","miami","25/03/1958","miami, florida","Braniff Airlines","","Douglas DC-7-C",24,9,15,0.38,0,"The plane crashed 2 minutes after takewhile trying to return to the airport  after reporting a fire in the No. 3 engine. The failure of the captain to maintain altitude during an emergency return to the airport due to his undue preoccupation with an engine fire following takeoff.",1958,3,"Mar",NA,"Miami",25.784,-80.2102,"United States","US","USA","Florida","",6247425,1840015149
"1335","miami","21/12/1952","miami, florida","Rutas Aí©reas Nacionales SA","","Curtiss C-46D",3,3,0,1,0,"Disappeared Atlantic. Never found.",1952,12,"Dec",NA,"Miami",25.784,-80.2102,"United States","US","USA","Florida","",6247425,1840015149
"1336","miami beach","19/12/2005","miami beach, florida","Chalk's Ocean Airways","Miami, Florida - Bimini, Bahamas","Grumman G73T Turbo Mallard",20,20,0,1,0,"The seaplane crashed Miami Beach next to a jetty as it was taking off. There was an explosion and fire and the right wing separated prior to the plane impacting the water. Examination of the wreckage revealed fatigue cracks in the right wing. The failure of Chalk's Ocean Airways' maintenance program to identify and properly repair fatigue cracks in the wing, and the failure of the FAA to detect and correct deficiencies in the company's maintenance program. Although a 16-inch crack in the wing had been patched, a more significant flaw in a nearby support beam hadn't been repaired. The carrier had no record of patching the crack.",2005,12,"Dec",NA,"Miami Beach",25.8171,-80.1396,"United States","US","USA","Florida","",91917,1840015150
"1337","michigan city","28/12/1946","michigan city, indiana","American Airlines","Buffalo - Chicago","Douglas DC-3 (C-50A-DO)",21,2,19,0.1,0,"Crashed after loosing power in both engines due to fuel starvation. The accumulation of carburetor ice following the loss of power in both engines as a result of fuel starvation. The reason for fuel starvation could not be determined.",1946,12,"Dec",NA,"Michigan City",41.7098,-86.8705,"United States","US","USA","Indiana","",65356,1840013869
"1338","michigan city","07/12/1980","michigan city, in","Queen Airmotive - Air Taxi","Chicago, IL - Michigan City, IL","Beechcraft B90",4,4,0,1,0,"Crashed on final approach and came to rest in water. Elevator assembly detached due to missing bolt.",1980,12,"Dec",NA,"Michigan City",41.7098,-86.8705,"United States","US","USA","Indiana","",65356,1840013869
"1339","middletown","28/10/1983","middletown, pennsylvania","Pennsylvania Airlines","Middletown - Washington DC","Shorts 330-200",30,1,29,0.03,0,"A passenger committed suicide by opening the right rear door and jumping out at 3,500 ft.",1983,10,"Oct",NA,"Middletown",39.4451,-75.7165,"United States","US","USA","Delaware","",32540,1840005581
"1340","midland","26/11/1983","midland, texas","Air Taxi","Wichita, TX - Midland, TX","Beechcraft B-100",8,8,0,1,0,"Witnesses observed what appeared to be a normal approach, but at 30 to 50 ft. agl, the pilot initiated a go-around, the aircraft pitched up in an extremely nose high attitude, then entered a left bank, stalled & crashed. Reasons for occurrence undetermined.",1983,11,"Nov",NA,"Midland",32.0278,-102.1107,"United States","US","USA","Texas","",142680,1840020792
"1341","milan","01/06/2003","milan, italy","Eurojet Italila","Milan - Genoa - Farnborough","Gates Learjet 45",2,2,0,1,0,"Shortly after taking the jet nosed into the ground. Malfunction of the trim tab system.",2003,6,"Jun",NA,"Milan",45.47,9.205,"Italy","IT","ITA","Lombardy","admin",2945000,1380724377
"1342","milan","08/10/2001","milan, italy","Scandinavian Airlines (SAS) / Private","Milan - Copenhagen / Milan - Paris","MD-87 / Cessna 525A Citation II",114,114,0,1,4,"The aircraft was taking from Linate Airport in fog and poor visibility when it struck a German Cessna Citation II business jet. The MD-87 then swerved the runway and  collided with the airport's baggage handling building, bursting into flames. The Cessna,  which was about to take for Paris, entered the active runway by mistake, after  having been told by the tower to enter a different runway. One hundred four passengers and 6 crew on the MD-87 and  2 passengers and 2 crew on the Citation were killed along with 4 on the ground. The MD-87 was named Lage Viking.  Caused largely by human error and poorly followed safety procedures. Communication between the aircraft and the tower had been 'in English and Italian,' as opposed to aviation standards that only English be spoken. In addition, despite the poor visibility, control tower operators failed to ask the Cessna to read back his instructions to make sure they were understood.",2001,10,"Oct",NA,"Milan",45.47,9.205,"Italy","IT","ITA","Lombardy","admin",2945000,1380724377
"1343","milan","18/02/1966","milan, italy","Belgian International Air Services","Brussels - Milan","Douglas DC-6B",4,4,0,1,0,"The cargo plane struck trees to the right of the runway while attempting to land. Failure of the pilot to comply with the Company's minima. Subsequent belated decision to execute the missed approach procedure.",1966,2,"Feb",NA,"Milan",45.47,9.205,"Italy","IT","ITA","Lombardy","admin",2945000,1380724377
"1344","milan","10/09/1962","milan, washington","Military - U.S. Air Force","Ellsworth AFB - Fairchild AFB","Boeing KC-135A",44,44,0,1,0,"Crashed into a wooded area in broken overcast  while attempting to land at Fairchild Air Force Base. Navigational error.",1962,9,"Sep",NA,"Milan",45.47,9.205,"Italy","IT","ITA","Lombardy","admin",2945000,1380724377
"1345","milan","02/08/1968","milan, italy","Aitalia","Rome - Milan","McDonnell Douglas DC-8",95,13,82,0.14,0,"Crashed on approach, 7 miles north of the runway. Positioning for final approach by means of a non-standard procedure. Delayed detection of the VOR radial.",1968,8,"Aug",NA,"Milan",45.47,9.205,"Italy","IT","ITA","Lombardy","admin",2945000,1380724377
"1346","miles city","13/01/1939","miles city, montana","Northwest Orient Airlines","Chicago - Seattle","Lockheed 14-H Super Electra",4,4,0,1,0,"The aircraft crashed 2,650 feet past the runway boundry after taking off. A fire of considerable intensity developed, prior to the crash, in the cockpit of the aircraft, in the immediate vicinity of the gasoline cross-feed valve. It  was not possible to determine the exact origin and source of the fire.",1939,1,"Jan",NA,"Miles City",46.406,-105.8387,"United States","US","USA","Montana","",9874,1840019878
"1347","miles city","12/03/1964","miles city, montana","Frontier Airlines","Billings - Miles City - Glendive - Sidney","Douglas DC-3C",5,5,0,1,0,"Struck a ridge while approaching Miles City in sleet and freezing rain while on a VOR instrument approach. The descent below obstructing terrain, for reasons undetermined, during an instrument approach in adverse weather conditions.",1964,3,"Mar",NA,"Miles City",46.406,-105.8387,"United States","US","USA","Montana","",9874,1840019878
"1348","miles city","12/05/1942","miles city, montana","Northwest Orient Airlines","Chicago - Seattle","Douglas DC-3-A-269",14,3,11,0.21,0,"The plane hit an obstruction at the end of the runway, overran the runway boundry and crashed. The failure of the captain to complete the landing run in time to avoid the obstruction at the end of the runway, for reasons undetermined, and his action in attempting to take after striking the obstruction.",1942,5,"May",NA,"Miles City",46.406,-105.8387,"United States","US","USA","Montana","",9874,1840019878
"1349","milford","19/12/1936","milford, pennsylvania","Air Lines","Miami, FL - Charleston, SC - Newark, NJ","Douglas DC-2-112",14,14,0,1,0,"Crashed into trees in poor weather while attempting to land at Newark. Error on the part of the pilot for attempting to get down under the overcast without first definitely proving his position.  Improper dispatching for clearing the flight into an area of predicted bad weather, particularly when the area cleared through did not permit a safe return, and staticonditions encountered which rendered reception of the radio range signals airplane's range receivers unintelligible.",1936,12,"Dec",NA,"Milford",38.9095,-75.4232,"United States","US","USA","Delaware","",20683,1840006069
"1350","milton","17/07/1953","milton, florida","Military - U.S. Navy","Whitting NAS - Norfolk NB","Fairchild R4Q-2",46,44,2,0.96,0,"The co-pilot failed to maintain a sufficient rate of climb after becoming airborne, struck obstacles and crashed into a wooded area.",1953,7,"Jul",NA,"Milton",47.2522,-122.3153,"United States","US","USA","Washington","",7970,1840019857
"1351","minneapolis","07/03/1950","minneapolis, minnesota","Northwest Orient Airlines","Rochester Minn. - Minneapolis","Martin 202",13,13,0,1,2,"Crashed into a flag pole, well marked by red neon obstruction lights, on approach in blowing snow.  Pilot's attempt to land visual rather than ILS after visual reference to the ground was lost.",1950,3,"Mar",NA,"Minneapolis",44.9635,-93.2679,"United States","US","USA","Minnesota","",2866604,1840007830
"1352","miri","06/09/1997","miri, malaysia","Borneo Airways","Bandar Seri Begawan - Miri","Dornier 228-212",10,10,0,1,0,"Struck tree tops and crashed into Lambir Hill while on approach to land at Miri.",1997,9,"Sep",NA,"Miri",4.3999,113.9845,"Malaysia","MY","MYS","Sarawak","",228212,1458079883
"1353","missoula","28/10/1960","missoula, montana","Northwest Orient Airlines","Spokane - Missoula","Douglas C-54A-DC",12,12,0,1,0,"Crashed into mountains in snow showers while descending to Missoula. The aircraft entered a steep left banking turn and the nose was raised in an apparent attempt to turn and climb out through an intersecting valley, however, the aircraft continued to sink toward the ground, rolled to the left and crashed inverted. The failure of the pilot to continue in accordance with his IFR flight plan by attempting a VFR approach during instrument weather conditions.",1960,10,"Oct",NA,"Missoula",46.8687,-114.0089,"United States","US","USA","Montana","",89017,1840019840
"1354","moanda","17/05/2000","moanda, gabon","Avirex","Libreville - Moanda","Beechcraft 1900C-1",10,3,7,0.3,0,"The charter flight crashed while on approach in fog and mist.",2000,5,"May",NA,"Moanda",-5.9229,12.355,"Congo (Kinshasa)","CD","COD","Kongo Central","",153915,1180108441
"1355","moanda","26/02/1979","moanda, gabon","Air Gabon","","Douglas DC-6B",3,3,0,1,0,"",1979,2,"Feb",NA,"Moanda",-5.9229,12.355,"Congo (Kinshasa)","CD","COD","Kongo Central","",153915,1180108441
"1356","mobile","14/02/1953","mobile, alabama","National Airlines","Miami - Orlando - New Orleans","Douglas DC-6",46,46,0,1,0,"The aircraft crashed into the Gulf of Mexico Mobile, Alabama. The aircraft broke up in the turbulence of a 'frontal wave' storm after failure of  the left wing. The loss of control followed by the in-flight failure and separation of portions of the airframe structure while the aircraft was traversing an intense frontal-wave type storm of extremely severe turbulence, the severity and location of which the pilot had not been fully informed.",1953,2,"Feb",NA,"Mobile",30.6782,-88.1161,"United States","US","USA","Alabama","",322496,1840006009
"1357","mocambique","01/05/1939","mocambique","Imperial Airways","","Short Empire Flying Boat",6,2,4,0.33,0,"",1939,5,"May",NA,"Mocambique",-15.0399,40.6822,"Mozambique","MZ","MOZ","Nampula","",54315,1508063712
"1358","mogadishu","20/07/1981","mogadishu, somalia","Somali Airlines","Mogadishu- Hargeisa","Fokker F-27 Friendship 600RF",50,50,0,1,0,"Part of the right wing separated from the plane after the aircraft entered an area of heavy rain and severe turbulence and went into a spiral dive 8 minutes after takeoff.",1981,7,"Jul",NA,"Mogadishu",2.0667,45.3667,"Somalia","SO","SOM","Banaadir","primary",1100000,1706893395
"1359","mogadishu","23/03/2007","mogadishu, somalia","Transaviaexport Airlines","Mogadishu - Djibouti","Ilushin Il-76TD",11,11,0,1,0,"The cargo plane, carrying African peacekeepers, was struck by an anti-aircraft missile shortly after taking from Mogadishu Airport. The aircraft lost a wing into the Indian Ocean and shortly thereafter crashed in the outskirts of Mogadishu.",2007,3,"Mar",NA,"Mogadishu",2.0667,45.3667,"Somalia","SO","SOM","Banaadir","primary",1100000,1706893395
"1360","mogadishu","06/05/1970","mogadishu, somalia","Somali Airlines","","Vickers 785D Viscount",30,5,25,0.17,0,"After loosing all flight controls on approach, the aircraft hit the runway hard, collapsing the nose gear and sliding the runway. In-flight fire of unknown origin which resulted in loss of the flight controls.",1970,5,"May",NA,"Mogadishu",2.0667,45.3667,"Somalia","SO","SOM","Banaadir","primary",1100000,1706893395
"1361","moline","21/08/1946","moline, illinois","Trans Luxury Airlines","Teterboro - Chicago - San Francisco","Douglas C-47-DL",25,2,23,0.08,0,"While the aircraft was flying Moline, the No. 1 engine failed. The prop was feathered and a descent initiated for an emergency landing.The aircraft overshot the landing and a  go-around was executed. A left turn was made with the gear and flaps extended. The left wing touched the ground and the aircraft cartwheeled. The engine failure was caused by a No. 5 cylinder fracture.",1946,8,"Aug",NA,"Moline",41.4825,-90.4917,"United States","US","USA","Illinois","",42250,1840008181
"1362","mombasa","10/03/1998","mombasa, kenya","Air Memphis","Mombasa, Kenya - Cairo, Egypt","Boeing 707-336C",6,6,0,1,0,"The cargo plane struck the approach lights as it took from Runway 3, then struck a hill and disintegrated.",1998,3,"Mar",NA,"Mombasa",-4.04,39.6899,"Kenya","KE","KEN","Mombasa","admin",882000,1404512373
"1363","mongu","18/05/2005","mongu, zambia","Military - Zambia Air Force","Lusaka - Livingstone - Mongu - Lusaka","Yunshuji Y-12",13,13,0,1,0,"The plane was on its routine operations of delivering military supplies and food to the drought-stricken parts of and provinces of Zambia when the accident occurred.  The plane took from Lusaka and safely reached Livingstone and Mongu. It had just taken from Mongu on its way back to Lusaka when it crashed.",2005,5,"May",NA,"Mongu",-15.2796,23.12,"Zambia","ZM","ZMB","Western","admin",52534,1894761291
"1364","monroe","09/01/1997","monroe, michigan","Comair","Cincinnati - Detroit","Embraer 120RT Brasilia",29,29,0,1,0,"While on approach and attempting to land on runway 3R at Detroit Metropolitan Wayne County Airport, in a snowstorm, the aircraft went into a steep dive and crashed into a field. The accident was caused by the FAA's failure to establish adequate aircraft certification standards for flight in icing conditions.  Contributing to the accident were the flightcrew's decision to operate in icing conditions the lower margin of the operating airspeed envelope (with flaps retracted), and Comair's failure to establish and adequately disseminate unambiguous minimum airspeed values for flap configurations and for flight in icing conditions.",1997,1,"Jan",NA,"Monroe",47.8594,-121.9854,"United States","US","USA","Washington","",18408,1840019791
"1365","monroe","06/07/1969","monroe, georgia","Air South","Atlanta, GA - Sumpter, SC - Greer, SC","Beechcraft B-99",14,14,0,1,0,"The aircraft descended in a vertical dive crashing to the ground. Unwanted change in longitudinal trim which resulted in a nose down high-speed flight condition that was beyond the physical capacity of the pilots to overcome. The initiating element in the accident sequence could not be specifically determined. However, design of the aircraft flight control system was conducive to malfunctions of the flight control systems which, if undetected by the crew could lead to loss of control.",1969,7,"Jul",NA,"Monroe",47.8594,-121.9854,"United States","US","USA","Washington","",18408,1840019791
"1366","monroe","08/01/1988","monroe, louisiana","Phoenix Air","Memphis, TN - Monroe, LA","Learjet 36A",2,2,0,1,0,"The cargo plane crashed during an ILS approach. The pilot-in-command executed a excessive descent rate and did not level off. Lack of experience in type of aircraft.",1988,1,"Jan",NA,"Monroe",47.8594,-121.9854,"United States","US","USA","Washington","",18408,1840019791
"1367","monroe","25/09/1978","monroe, massachusetts","Business Aircraft - Air Taxi","Bridgeport, CT - Albany, NY","Cessna 310N",3,3,0,1,0,"Crashed in fog and low ceiling. Continued VFR flight into adverse weather conditions. Improper emergency procedures. Landing gear would not retract.",1978,9,"Sep",NA,"Monroe",47.8594,-121.9854,"United States","US","USA","Washington","",18408,1840019791
"1368","monrovia","04/03/1967","monrovia, liberia","Varig","Rome - Monrovia","McDonnell Douglas DC-8-33",90,51,39,0.57,5,"Crashed on short of  the runway during approach. Crew error. The failure of the pilot to arrest the fast descent at a low altitude upon which he had erroneously decided after coming in too high.",1967,3,"Mar",NA,"Monrovia",6.3106,-10.8048,"Liberia","LR","LBR","Montserrado","primary",1041000,1430477826
"1369","monrovia","30/01/1987","monrovia, liberia","Air Reconnaissance Unit of Liberia","","Cessna U-27A Caravan I",18,16,2,0.89,0,"",1987,1,"Jan",NA,"Monrovia",6.3106,-10.8048,"Liberia","LR","LBR","Montserrado","primary",1041000,1430477826
"1370","monrovia","09/11/1989","monrovia, liberia","Weasua Airtransport","","Britten-Norman BN-2A Islander",10,2,8,0.2,0,"Crashed on a beach following engine failure.",1989,11,"Nov",NA,"Monrovia",6.3106,-10.8048,"Liberia","LR","LBR","Montserrado","primary",1041000,1430477826
"1371","monrovia","15/02/2002","monrovia, liberia","Tiramavia","","Antonov 12BP",10,1,9,0.1,0,"The cargo plane crashed while attempting to make an emergency landing.",2002,2,"Feb",NA,"Monrovia",6.3106,-10.8048,"Liberia","LR","LBR","Montserrado","primary",1041000,1430477826
"1372","montego bay","21/01/1960","montego bay, jamacia","AVIANCA","Miami - Montigo Bay","Lockheed 1049E Super Constellation",46,37,9,0.8,0,"A heavy landing led to structural failure and a fire. The adoption of a final approach path resulting in a heavy landing during which a major structural failure occurred in the port wing. Crew fatigue. Lack of proper training.",1960,1,"Jan",NA,"Montego Bay",18.4667,-77.9167,"Jamaica","JM","JAM","Saint James","admin",126008,1388955058
"1373","monterrey","26/03/1954","monterrey, mexico","Aeronaves de Mexico","Mazatlan - Monterey","Douglas DC-3",18,18,0,1,0,"Crashed and burned on Friar's Peak while waiting for permission to land.",1954,3,"Mar",NA,"Monterrey",25.67,-100.33,"Mexico","MX","MEX","Nuevo LeÃ_n","admin",3712000,1484559591
"1374","monterrey","19/10/1953","monterrey, mexico","Aerovias Contreras","Monterrey - Falcon Dam","Douglas C-46A-CU ( DC-3)",21,21,0,1,0,"Crashed into a ravine.",1953,10,"Oct",NA,"Monterrey",25.67,-100.33,"Mexico","MX","MEX","Nuevo LeÃ_n","admin",3712000,1484559591
"1375","montevideo","18/09/1957","montevideo,  uruguay","REAL","San Pablo - Porto Alegre - Montevideo","Convair CV-440-62",35,1,34,0.03,0,"Flying VFR, the aircraft encountered fog during the approach, undershot the runway and crashed. Pilot error.",1957,9,"Sep",NA,"Montevideo",-34.858,-56.1711,"Uruguay","UY","URY","Montevideo","primary",1513000,1858107000
"1376","montpelier","12/02/1926","montpelier, ohio","US Aerial Mail Service","","Curtiss Carrier Pigeon",1,1,0,1,0,"",1926,2,"Feb",NA,"Montpelier",44.2658,-72.5717,"United States","US","USA","Vermont","admin",7535,1840002187
